GRUPO;CODIGO_COMPOSICAO;DESCRICAO;UNIDADE;CUSTO_TOTAL_SP_RS
Instalações Hidráulicas - Reservação e Bombas de Recalque;94610;LUVA EM COBRE, DN 79 MM, SEM ANEL DE SOLDA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;398.41
Instalações Hidráulicas - Reservação e Bombas de Recalque;94657;LUVA PVC, SOLDÁVEL, DN 25 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;4.97
Instalações Hidráulicas - Reservação e Bombas de Recalque;94659;LUVA PVC, SOLDÁVEL, DN 32 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;7.73
Instalações Hidráulicas - Reservação e Bombas de Recalque;94739;LUVA, CPVC, SOLDÁVEL, DN 114 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;246.84
Instalações Hidráulicas - Reservação e Bombas de Recalque;94725;LUVA, CPVC, SOLDÁVEL, DN 22 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;7.79
Instalações Hidráulicas - Reservação e Bombas de Recalque;94727;LUVA, CPVC, SOLDÁVEL, DN 28 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;12.44
Instalações Hidráulicas - Reservação e Bombas de Recalque;94729;LUVA, CPVC, SOLDÁVEL, DN 35 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;21.2
Instalações Hidráulicas - Reservação e Bombas de Recalque;94731;LUVA, CPVC, SOLDÁVEL, DN 42 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;28.06
Instalações Hidráulicas - Reservação e Bombas de Recalque;94733;LUVA, CPVC, SOLDÁVEL, DN 54 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;48.94
Instalações Hidráulicas - Reservação e Bombas de Recalque;94863;LUVA, CPVC, SOLDÁVEL, DN 73 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;166.67
Instalações Hidráulicas - Reservação e Bombas de Recalque;94737;LUVA, CPVC, SOLDÁVEL, DN 89 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;199.41
Instalações Hidráulicas - Reservação e Bombas de Recalque;94465;"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 50 MM (2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;62.24
Instalações Hidráulicas - Reservação e Bombas de Recalque;94467;"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 65 MM (2 1/2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;97.74
Instalações Hidráulicas - Reservação e Bombas de Recalque;94469;"LUVA, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM (3""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;138.15
Instalações Hidráulicas - Reservação e Bombas de Recalque;96746;LUVA, PPR, DN 110 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;137.59
Instalações Hidráulicas - Reservação e Bombas de Recalque;96736;LUVA, PPR, DN 20 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;7.93
Instalações Hidráulicas - Reservação e Bombas de Recalque;96737;LUVA, PPR, DN 25 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;8.17
Instalações Hidráulicas - Reservação e Bombas de Recalque;96739;LUVA, PPR, DN 32 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;11.12
Instalações Hidráulicas - Reservação e Bombas de Recalque;96741;LUVA, PPR, DN 40 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;21.04
Instalações Hidráulicas - Reservação e Bombas de Recalque;96742;LUVA, PPR, DN 50 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;25.87
Instalações Hidráulicas - Reservação e Bombas de Recalque;96743;LUVA, PPR, DN 63 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;40.09
Instalações Hidráulicas - Reservação e Bombas de Recalque;96744;LUVA, PPR, DN 75 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;66.97
Instalações Hidráulicas - Reservação e Bombas de Recalque;96745;LUVA, PPR, DN 90 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;104.49
Instalações Hidráulicas - Reservação e Bombas de Recalque;94671;LUVA, PVC, SOLDÁVEL, DN 110 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;131.04
Instalações Hidráulicas - Reservação e Bombas de Recalque;94661;LUVA, PVC, SOLDÁVEL, DN 40 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;12.22
Instalações Hidráulicas - Reservação e Bombas de Recalque;94663;LUVA, PVC, SOLDÁVEL, DN 50 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;15.26
Instalações Hidráulicas - Reservação e Bombas de Recalque;94665;LUVA, PVC, SOLDÁVEL, DN 60 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;29.91
Instalações Hidráulicas - Reservação e Bombas de Recalque;94667;LUVA, PVC, SOLDÁVEL, DN 75 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;43.98
Instalações Hidráulicas - Reservação e Bombas de Recalque;94669;LUVA, PVC, SOLDÁVEL, DN 85 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;79.47
Instalações Hidráulicas - Reservação e Bombas de Recalque;105177;"NIPLE DE REDUÇÃO, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM X 50 MM (3"" X 2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;159.01
Instalações Hidráulicas - Reservação e Bombas de Recalque;105176;"NIPLE DE REDUÇÃO, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM X 65 MM (3"" X 2 1/2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;178.31
Instalações Hidráulicas - Reservação e Bombas de Recalque;94466;"NIPLE, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 50 MM (2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;62.27
Instalações Hidráulicas - Reservação e Bombas de Recalque;94468;"NIPLE, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 65 MM (2 1/2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;86.61
Instalações Hidráulicas - Reservação e Bombas de Recalque;94470;"NIPLE, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM (3""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;128.24
Instalações Hidráulicas - Reservação e Bombas de Recalque;105225;TE DE REDUÇÃO, CPVC, DN 28 X 22 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;19.05
Instalações Hidráulicas - Reservação e Bombas de Recalque;105226;TE DE REDUÇÃO, CPVC, DN 35 X 28 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;43.02
Instalações Hidráulicas - Reservação e Bombas de Recalque;105227;TE DE REDUÇÃO, CPVC, DN 42 X 35 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;61.34
Instalações Hidráulicas - Reservação e Bombas de Recalque;105212;"TE DE REDUÇÃO, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM X 50 MM (3"" X 2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;272.43
Instalações Hidráulicas - Reservação e Bombas de Recalque;105211;"TE DE REDUÇÃO, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM X 65 MM (3"" X 2 1/2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;275.16
Instalações Hidráulicas - Reservação e Bombas de Recalque;105189;TE DE REDUÇÃO, PVC, SOLDÁVEL, 90 GRAUS, DN 50 MM X 25 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;27.36
Instalações Hidráulicas - Reservação e Bombas de Recalque;105190;TE DE REDUÇÃO, PVC, SOLDÁVEL, 90 GRAUS, DN 50 MM X 32 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;33.96
Instalações Hidráulicas - Reservação e Bombas de Recalque;94625;TE EM COBRE, DN 104 MM, SEM ANEL DE SOLDA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;2022.06
Instalações Hidráulicas - Reservação e Bombas de Recalque;94622;TE EM COBRE, DN 54 MM, SEM ANEL DE SOLDA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;274.01
Instalações Hidráulicas - Reservação e Bombas de Recalque;94623;TE EM COBRE, DN 66 MM, SEM ANEL DE SOLDA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;644.7
Instalações Hidráulicas - Reservação e Bombas de Recalque;94624;TE EM COBRE, DN 79 MM, SEM ANEL DE SOLDA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;968.36
Instalações Hidráulicas - Reservação e Bombas de Recalque;94763;TE, CPVC, SOLDÁVEL, DN 114 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;380.91
Instalações Hidráulicas - Reservação e Bombas de Recalque;94756;TE, CPVC, SOLDÁVEL, DN 22 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;14.33
Instalações Hidráulicas - Reservação e Bombas de Recalque;94757;TE, CPVC, SOLDÁVEL, DN 28 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;22.14
Instalações Hidráulicas - Reservação e Bombas de Recalque;94758;TE, CPVC, SOLDÁVEL, DN 35 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;54.31
Instalações Hidráulicas - Reservação e Bombas de Recalque;94759;TE, CPVC, SOLDÁVEL, DN 42 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;69.19
Instalações Hidráulicas - Reservação e Bombas de Recalque;94760;TE, CPVC, SOLDÁVEL, DN 54 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;109.99
Instalações Hidráulicas - Reservação e Bombas de Recalque;94761;TE, CPVC, SOLDÁVEL, DN 73 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;236.08
Instalações Hidráulicas - Reservação e Bombas de Recalque;94762;TE, CPVC, SOLDÁVEL, DN 89 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;287.8
Instalações Hidráulicas - Reservação e Bombas de Recalque;94462;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 50 MM (2""), CONEXÃO ROSQUEADA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";M;108.16
Instalações Hidráulicas - Reservação e Bombas de Recalque;94463;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 65 MM (2 1/2""), CONEXÃO ROSQUEADA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";M;132.17
Instalações Hidráulicas - Reservação e Bombas de Recalque;94464;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 80 MM (3""), CONEXÃO ROSQUEADA, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";M;172.36
Instalações Hidráulicas - Reservação e Bombas de Recalque;94605;TUBO EM COBRE RÍGIDO, DN 104 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;859.78
Instalações Hidráulicas - Reservação e Bombas de Recalque;94602;TUBO EM COBRE RÍGIDO, DN 54 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;305.86
Instalações Hidráulicas - Reservação e Bombas de Recalque;94603;TUBO EM COBRE RÍGIDO, DN 66 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;417.3
Instalações Hidráulicas - Reservação e Bombas de Recalque;94604;TUBO EM COBRE RÍGIDO, DN 79 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;593.85
Instalações Hidráulicas - Reservação e Bombas de Recalque;94723;TUBO, CPVC, SOLDÁVEL, DN 114 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;479.29
Instalações Hidráulicas - Reservação e Bombas de Recalque;94716;TUBO, CPVC, SOLDÁVEL, DN 22 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;23.88
Instalações Hidráulicas - Reservação e Bombas de Recalque;94717;TUBO, CPVC, SOLDÁVEL, DN 28 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;39.72
Instalações Hidráulicas - Reservação e Bombas de Recalque;94718;TUBO, CPVC, SOLDÁVEL, DN 35 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;51.85
Instalações Hidráulicas - Reservação e Bombas de Recalque;94719;TUBO, CPVC, SOLDÁVEL, DN 42 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;69.15
Instalações Hidráulicas - Reservação e Bombas de Recalque;94720;TUBO, CPVC, SOLDÁVEL, DN 54 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;101.25
Instalações Hidráulicas - Reservação e Bombas de Recalque;94721;TUBO, CPVC, SOLDÁVEL, DN 73 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;164.25
Instalações Hidráulicas - Reservação e Bombas de Recalque;94722;TUBO, CPVC, SOLDÁVEL, DN 89 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;255.61
Instalações Hidráulicas - Reservação e Bombas de Recalque;96726;TUBO, PPR, DN 110 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;202.56
Instalações Hidráulicas - Reservação e Bombas de Recalque;96735;TUBO, PPR, DN 110 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;379.53
Instalações Hidráulicas - Reservação e Bombas de Recalque;96718;TUBO, PPR, DN 20 MM, CLASSE PN 20, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;18.56
Instalações Hidráulicas - Reservação e Bombas de Recalque;96727;TUBO, PPR, DN 20 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;21.2
Instalações Hidráulicas - Reservação e Bombas de Recalque;96719;TUBO, PPR, DN 25 MM, CLASSE PN 20, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;23.6
Instalações Hidráulicas - Reservação e Bombas de Recalque;96728;TUBO, PPR, DN 25 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;27.17
Instalações Hidráulicas - Reservação e Bombas de Recalque;96720;TUBO, PPR, DN 32 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;21.63
Instalações Hidráulicas - Reservação e Bombas de Recalque;96729;TUBO, PPR, DN 32 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;34.89
Instalações Hidráulicas - Reservação e Bombas de Recalque;96721;TUBO, PPR, DN 40 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;28
Instalações Hidráulicas - Reservação e Bombas de Recalque;96730;TUBO, PPR, DN 40 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;47.98
Instalações Hidráulicas - Reservação e Bombas de Recalque;96722;TUBO, PPR, DN 50 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;42.6
Instalações Hidráulicas - Reservação e Bombas de Recalque;96731;TUBO, PPR, DN 50 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;72.13
Instalações Hidráulicas - Reservação e Bombas de Recalque;96723;TUBO, PPR, DN 63 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;65.79
Instalações Hidráulicas - Reservação e Bombas de Recalque;96732;TUBO, PPR, DN 63 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;120.79
Instalações Hidráulicas - Reservação e Bombas de Recalque;96724;TUBO, PPR, DN 75 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;84.41
Instalações Hidráulicas - Reservação e Bombas de Recalque;96733;TUBO, PPR, DN 75 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;164.33
Instalações Hidráulicas - Reservação e Bombas de Recalque;96725;TUBO, PPR, DN 90 MM, CLASSE PN 12, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;137.25
Instalações Hidráulicas - Reservação e Bombas de Recalque;96734;TUBO, PPR, DN 90 MM, CLASSE PN 25, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;272.87
Instalações Hidráulicas - Reservação e Bombas de Recalque;94655;TUBO, PVC, SOLDÁVEL, DE 110MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;154.99
Instalações Hidráulicas - Reservação e Bombas de Recalque;94648;TUBO, PVC, SOLDÁVEL, DE 25MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;8.95
Instalações Hidráulicas - Reservação e Bombas de Recalque;94649;TUBO, PVC, SOLDÁVEL, DE 32MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;16.36
Instalações Hidráulicas - Reservação e Bombas de Recalque;94650;TUBO, PVC, SOLDÁVEL, DE 40MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;24.66
Instalações Hidráulicas - Reservação e Bombas de Recalque;94651;TUBO, PVC, SOLDÁVEL, DE 50MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;28.85
Instalações Hidráulicas - Reservação e Bombas de Recalque;94652;TUBO, PVC, SOLDÁVEL, DE 60MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;44.92
Instalações Hidráulicas - Reservação e Bombas de Recalque;94653;TUBO, PVC, SOLDÁVEL, DE 75MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;72.35
Instalações Hidráulicas - Reservação e Bombas de Recalque;94654;TUBO, PVC, SOLDÁVEL, DE 85MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;M;98.34
Instalações Hidráulicas - Reservação e Bombas de Recalque;94689;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 25 MM X 3/4"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;12.2
Instalações Hidráulicas - Reservação e Bombas de Recalque;94702;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 110 MM X 60 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;233.97
Instalações Hidráulicas - Reservação e Bombas de Recalque;94691;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 32 MM X 25 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;17.26
Instalações Hidráulicas - Reservação e Bombas de Recalque;94693;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 40 MM X 32 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;22.61
Instalações Hidráulicas - Reservação e Bombas de Recalque;94695;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 50 MM X 40 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;39.13
Instalações Hidráulicas - Reservação e Bombas de Recalque;94698;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 75 MM X 50 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;83.67
Instalações Hidráulicas - Reservação e Bombas de Recalque;94700;TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 85 MM X 60 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;162.02
Instalações Hidráulicas - Reservação e Bombas de Recalque;94477;"TÊ, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 50 MM (2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;119.94
Instalações Hidráulicas - Reservação e Bombas de Recalque;94478;"TÊ, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 65 MM (2 1/2""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;192.7
Instalações Hidráulicas - Reservação e Bombas de Recalque;94479;"TÊ, EM FERRO GALVANIZADO, CONEXÃO ROSQUEADA, DN 80 MM (3""), INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024";UN;249.15
Instalações Hidráulicas - Reservação e Bombas de Recalque;96764;TÊ, PPR, DN 110 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024;UN;376.66
