GRUPO;CODIGO_INSUMO;DESCRICAO;UNIDADE;PRECO_UNIT_SP_RS
MATERIAL;39293;LUVA/UNIAO DE REDUCAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 X 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;13.77
MATERIAL;39294;LUVA/UNIAO DE REDUCAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 X 20 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;14.72
MATERIAL;39295;LUVA/UNIAO DE REDUCAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 32 X 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;20.24
MATERIAL;39312;LUVA/UNIAO DE REDUCAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 20 X 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;13.59
MATERIAL;39313;LUVA/UNIAO DE REDUCAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 25 X 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;18.25
MATERIAL;39314;LUVA/UNIAO DE REDUCAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 32 X 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;26.85
MATERIAL;39296;LUVA/UNIAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;8.08
MATERIAL;39297;LUVA/UNIAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;10.95
MATERIAL;39298;LUVA/UNIAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;21.03
MATERIAL;39299;LUVA/UNIAO METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 32 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;24.92
MATERIAL;39308;LUVA/UNIAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 16 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;6.74
MATERIAL;39309;LUVA/UNIAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 20 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;7.68
MATERIAL;39310;LUVA/UNIAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 25 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;14.34
MATERIAL;39311;LUVA/UNIAO, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 32 MM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;20.31
MATERIAL;45261;LUVAS DE PVC, COM COMPRIMENTO DE *35* CM, FORRADAS, ACABAMENTO ASPERO ANTIDERRAPANTE NA FACE PALMAR;PAR;22.22
MATERIAL;11519;MACANETA ALAVANCA RETA OCA, EM ZAMAC COM ACABAMENTO CROMADO, COMPRIMENTO APROX DE 15 CM;PAR;60.25
MATERIAL;11520;MACANETA ALAVANCA, RETA SIMPLES / OCA, CROMADA, COMPRIMENTO DE 10 A 16 CM, ACABAMENTO PADRAO POPULAR - SOMENTE MACANETAS;PAR;27.85
MATERIAL;11518;"MACANETA BOLA, EM ZAMAC COM ACABAMENTO CROMADO, DIAMETRO DE APROX 2 1/2""";PAR;101.27
MATERIAL;38473;MACARICO DE SOLDA 201 PARA EXTENSAO GLP OU ACETILENO;UN;299.57
MAO DE OBRA;4244;MACARIQUEIRO (HORISTA);H;32.89
MAO DE OBRA;40977;MACARIQUEIRO (MENSALISTA);MES;5765.22
MATERIAL;4115;MADEIRA ROLICA TRATADA, D = 12 A 15 CM, H = 3,00 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO;M;31.95
MATERIAL;4119;MADEIRA ROLICA TRATADA, D = 16 A 20 CM, H = 6,00 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO;M;64.53
MATERIAL;2794;MADEIRA ROLICA TRATADA, D = 25 A 29 CM, H = 6,50 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO;M;171.19
MATERIAL;2788;MADEIRA ROLICA TRATADA, D = 30 A 34 CM, H = 6,50 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO;M;249.39
MATERIAL;4006;MADEIRA SERRADA EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA;M3;1858.3
MATERIAL;45395;MANGOTE DE SEGURANCA EM RASPA DE COURO;PAR;33.71
MATERIAL;37461;"MANGUEIRA CRISTAL TRANCADA, PVC COM REFORCO, COM PRESSAO DE TRABALHO (PT) 250 LBS/POL2, DE 3/4"" X *2,8* MM";M;13.17
MATERIAL;37460;"MANGUEIRA CRISTAL TRANCADA, PVC COM REFORCO, PRESSAO DE TRABALHO (PT) 250 LBS/POL2, DE 1"" X *3,1* MM";M;23.11
MATERIAL;37458;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 1/2"" X 2 MM";M;5.36
MATERIAL;37454;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 1/4"" X1 MM";M;1.67
MATERIAL;37455;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 1/4"" X1,5 MM";M;2.79
MATERIAL;37459;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 3/4"" X 2 MM";M;8.93
MATERIAL;37457;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 3/8"" X 1,5 MM";M;3.08
MATERIAL;37456;"MANGUEIRA CRISTAL, LISA, PVC TRANSPARENTE, 5/16"" X 1 MM";M;2.11
MATERIAL;21029;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 15 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;353
MATERIAL;21030;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 20 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;435.13
MATERIAL;21031;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 25 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;541.73
MATERIAL;21032;"MANGUEIRA DE INCENDIO, TIPO 1, DE 1 1/2"", COMPRIMENTO = 30 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;578.43
MATERIAL;37527;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 15 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;522.5
MATERIAL;37528;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 20 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN;622.99
MATERIAL;37529;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 25 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN;629.1
MATERIAL;37530;"MANGUEIRA DE INCENDIO, TIPO 2, DE 1 1/2"", COMPRIMENTO = 30 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN;821.33
MATERIAL;21034;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 15 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;700.75
MATERIAL;37531;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 20 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES";UN;882.5
MATERIAL;21036;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 25 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;1072.98
MATERIAL;21037;"MANGUEIRA DE INCENDIO, TIPO 2, DE 2 1/2"", COMPRIMENTO = 30 M, TECIDO EM FIO DE POLIESTER E TUBO INTERNO EM BORRACHA SINTETICA, COM UNIOES ENGATE RAPIDO";UN;1223.26
MATERIAL;20185;"MANGUEIRA DE PVC FLEXIVEL, TIPO FLAT/ACHATADA, D = 1 1/2"" (40 MM), PARA CONDUCAO DE AGUA, SERVICOS LEVES E MEDIOS";M;14.2
MATERIAL;44909;"MANGUEIRA FLEXIVEL TRANSPARENTE COM ESPIRAL AZUL, EM PVC, DIAM. 1"" (25 MM), PARA SERVICOS LEVES DE SUCCAO E DESCARGA";M;16.01
MATERIAL;44115;"MANGUEIRA FLEXIVEL TRANSPARENTE COM ESPIRAL AZUL, EM PVC, DIAM. 2"" (50 MM), PARA SERVICOS LEVES DE SUCCAO E DESCARGA";M;29.46
MATERIAL;44333;"MANGUEIRA FLEXIVEL TRANSPARENTE COM ESPIRAL AZUL, EM PVC, DIAM. 4"" (100 MM), PARA SERVICOS LEVES DE SUCCAO E DESCARGA";M;96.75
MATERIAL;44907;MANGUEIRA PARA AR E AGUA DE PVC/BORRACHA, PRESSAO 300 PSI, DIAMETRO DE 1 POLEGADA;M;16.97
MATERIAL;20260;"MANGUEIRA PARA GAS - GLP, PVC, TRANCADA, DIAMETRO DE 3/8"", COMPRIMENTO DE 1M (NORMATIZADA)";UN;15.56
EQUIPAMENTO (AQUISIÇÃO);37515;MANIPULADOR TELESCOPICO, POTENCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MAXIMA DE ELEVACAO DE 12,3 M;UN;581297.71
MATERIAL;12899;"MANOMETRO COM CAIXA EM ACO PINTADO, ESCALA *10* KGF/CM2 (*10* BAR), DIAMETRO NOMINAL DE *63* MM, CONEXAO DE 1/4""";UN;142.16
MATERIAL;12898;"MANOMETRO COM CAIXA EM ACO PINTADO, ESCALA *10* KGF/CM2 (*10* BAR), DIAMETRO NOMINAL DE 100 MM, CONEXAO DE 1/2""";UN;225.5
MATERIAL;39699;MANTA / LENCOL DE BORRACHA, SBR, ANTIRRUIDO, E = 5 MM;M2;16.17
MATERIAL;39696;MANTA ALUMINIZADA 1 FACE PARA SUBCOBERTURA, E = *1* MM;M2;6.45
MATERIAL;42528;MANTA ALUMINIZADA NAS DUAS FACES, PARA SUBCOBERTURA, E = *2* MM;M2;9.17
MATERIAL;39700;MANTA ANTIRRUIDO DE POLIESTER (PET) PARA CONTRAPISO E = *8* MM;M2;28.94
MATERIAL;4014;MANTA ASFALTICA ELASTOMERICA EM POLIESTER 3 MM, TIPO III, CLASSE B, ACABAMENTO PP (NBR 9952);M2;59.58
MATERIAL;4015;MANTA ASFALTICA ELASTOMERICA EM POLIESTER 4 MM, TIPO III, CLASSE B, ACABAMENTO PP (NBR 9952);M2;73.17
MATERIAL;4017;MANTA ASFALTICA ELASTOMERICA EM POLIESTER 5 MM, TIPO III, CLASSE B, ACABAMENTO PP (NBR 9952);M2;106.46
MATERIAL;11621;MANTA ASFALTICA ELASTOMERICA EM POLIESTER ALUMINIZADA 3 MM, TIPO III, CLASSE B (NBR 9952);M2;57.59
MATERIAL;4016;MANTA ASFALTICA ELASTOMERICA TIPO GLASS 3 MM, TIPO II, CLASSE C, ACABAMENTO PP (NBR 9952);M2;42.05
MATERIAL;38544;MANTA DE POLIETILENO EXPANDIDO (PEBD) ANTICHAMAS, E = 8 MM;M2;10.79
MATERIAL;38545;MANTA DE POLIETILENO EXPANDIDO (PEBD), E = 5 MM;M2;6.93
MATERIAL;42527;MANTA DE POLIETILENO EXPANDIDO, COM 1 FACE METALIZADA PARA SUBCOBERTURA, E = *5* MM;M2;24.23
MATERIAL;39323;MANTA GEOTEXTIL TECIDO DE LAMINETES DE POLIPROPILENO, RESISTENCIA A TRACAO = *25* KN/M;M2;26.45
MATERIAL;626;MANTA LIQUIDA DE BASE ASFALTICA MODIFICADA COM A ADICAO DE ELASTOMEROS DILUIDOS EM SOLVENTE ORGANICO, APLICACAO A FRIO (MEMBRANA DE EMULSAO ASFALTICA PARA IMPERMEABILIZACAO FLEXIVEL);KG;19.16
MATERIAL;44504;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,50 MM (NBR 15352);M2;14.85
MATERIAL;44505;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,75 MM (NBR 15352);M2;22.41
MATERIAL;44506;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 0,80 MM (NBR 15352);M2;23.79
MATERIAL;44507;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,00 MM (NBR 15352);M2;29.73
MATERIAL;44508;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 1,50 MM (NBR 15352);M2;44.59
MATERIAL;44509;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,00 MM (NBR 15352);M2;59.73
MATERIAL;44510;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA LISA, E = 2,50 MM (NBR 15352);M2;74.17
MATERIAL;44512;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,50 MM (NBR 15352);M2;16.55
MATERIAL;44513;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,75 MM (NBR 15352);M2;23.37
MATERIAL;44514;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 0,80 MM (NBR 15352);M2;26.49
MATERIAL;44515;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,00 MM (NBR 15352);M2;32.53
MATERIAL;44511;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 1,50 MM (NBR 15352);M2;48.15
MATERIAL;44516;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,00 MM (NBR 15352);M2;65.07
MATERIAL;44517;MANTA TERMOPLASTICA, PEAD, GEOMEMBRANA TEXTURIZADA EM AMBAS AS FACES, E = 2,50 MM (NBR 15352);M2;81.16
MATERIAL;11479;MAQUINA DE 40 MM PARA FECHADURA DE EMBUTIR EXTERNA, EM ACO INOX;UN;42.3
MATERIAL;11481;MAQUINA DE 40 MM PARA FECHADURA, PARA PORTA DE BANHEIRO, EM ACO INOX;UN;38.27
MATERIAL;43609;MAQUINA DE 40 MM PARA FECHADURA, PARA PORTA INTERNA, EM ACO INOX;UN;38.27
MATERIAL;11478;MAQUINA DE 55 MM PARA FECHADURA DE EMBUTIR EXTERNA, EM ACO INOX;UN;72.58
MATERIAL;43608;MAQUINA DE 55 MM PARA FECHADURA, PARA PORTA DE BANHEIRO, EM ACO INOX;UN;55.38
MATERIAL;11476;MAQUINA DE 55 MM PARA FECHADURA, PARA PORTA INTERNA, EM ACO INOX;UN;55.38
EQUIPAMENTO (AQUISIÇÃO);40637;MAQUINA DEMARCADORA DE FAIXA DE TRAFEGO A FRIO, AUTOPROPELIDA, MOTOR DIESEL 38 HP;UN;902666.36
EQUIPAMENTO (AQUISIÇÃO);13836;MAQUINA EXTRUSORA DE CONCRETO PARA GUIAS E SARJETAS, COM MOTOR A DIESEL E POTENCIA DE 14 CV;UN;77662.84
EQUIPAMENTO (AQUISIÇÃO);39813;"MAQUINA TIPO VASO/TANQUE/JATO DE PRESSAO PORTATIL P/ JATEAMENTO, CONTROLE AUTOMATICO E REMOTO, CAMARA DE 1 SAIDA, 280 L, DIAM. *670* MM, BICO JATO CURTO VENTURI 5/16"", MANGUEIRA 1"" DE 10 M, COMPLETA (VALVULAS POP UP E DOSADORA, FUNDO CONICO ETC)";UN;38997.88
MAO DE OBRA;12868;MARCENEIRO (HORISTA);H;27.39
MAO DE OBRA;40916;MARCENEIRO (MENSALISTA);MES;4797.83
MAO DE OBRA;4755;MARMORISTA / GRANITEIRO (HORISTA);H;28.38
MAO DE OBRA;41067;MARMORISTA / GRANITEIRO (MENSALISTA);MES;4971.75
MATERIAL;45240;MARRETA DE ACO, OITAVADA, 500 G, COM CABO DE MADEIRA;UN;32.37
MATERIAL;45228;MARTELO DE BORRACHA PRETO 450 G, CABO DE MADEIRA *60* MM DE DIAMETRO;UN;27.66
MATERIAL;45241;MARTELO DE PEDREIRO, 1 CORTE, EM ACO, *500* G, COMPRIMENTO TOTAL DE *28* CM, COM CABO DE MADEIRA;UN;39.81
MATERIAL;38463;MARTELO DE SOLDADOR/PICADOR DE SOLDA;UN;49.18
EQUIPAMENTO (AQUISIÇÃO);40703;MARTELO DEMOLIDOR ELETRICO, COM POTENCIA DE 2.000 W, FREQUENCIA DE 1.000 IMPACTOS POR MINUTO, FORCA DE IMPACTO ENTRE 60 E 65 J, PESO DE 30 KG;UN;10500
EQUIPAMENTO (AQUISIÇÃO);11616;MARTELO DEMOLIDOR PNEUMATICO MANUAL, PADRAO, PESO DE 32 KG;UN;12541.76
EQUIPAMENTO (AQUISIÇÃO);41898;MARTELO DEMOLIDOR PNEUMATICO MANUAL, PESO DE 28 KG, COM SILENCIADOR;UN;6194.22
EQUIPAMENTO (AQUISIÇÃO);45304;MARTELO PERFURADOR PNEUMATICO MANUAL, HASTE 19 X 108 MM, *11* KG;UN;10655.91
MATERIAL;36141;MASCARA DE SEGURANCA PARA SOLDA COM ESCUDO DE CELERON E CARNEIRA DE PLASTICO COM REGULAGEM;UN;105.9
MATERIAL;45211;MASCARA DE SOLDA AUTOMATICA, COM GRAU DE ESCURECIMENTO DIN 9 A 13;UN;96.24
MATERIAL;43651;MASSA ACRILICA PARA SUPERFICIES INTERNAS E EXTERNAS;KG;7.18
MATERIAL;43626;MASSA CORRIDA PARA SUPERFICIES DE AMBIENTES INTERNOS;KG;3.99
MATERIAL;39434;MASSA DE REJUNTE EM PO PARA DRYWALL, A BASE DE GESSO, SECAGEM RAPIDA, PARA TRATAMENTO DE JUNTAS DE CHAPA DE GESSO (NECESSITA ADICAO DE AGUA);KG;3.58
MATERIAL;39433;MASSA DE REJUNTE PRONTA PARA TRATAMENTO DE JUNTAS DE CHAPA DE GESSO PARA DRYWALL, SEM ADICAO DE AGUA;KG;2.85
MATERIAL;4049;MASSA EPOXI BICOMPONENTE (MASSA + CATALISADOR);L;80.08
MATERIAL;38120;MASSA EPOXI BICOMPONENTE PARA REPAROS;KG;136.35
MATERIAL;43652;MASSA PARA MADEIRA - INTERIOR E EXTERIOR;KG;16.08
MATERIAL;10498;MASSA PARA VIDRO;KG;9.58
MATERIAL;4823;MASSA PLASTICA PARA MARMORE/GRANITO;KG;34.48
MATERIAL;38877;MASSA PREMIUM PARA TEXTURA LISA DE BASE ACRILICA, USO INTERNO E EXTERNO;KG;7.7
MATERIAL;34546;MASSA PREMIUM PARA TEXTURA RUSTICA DE BASE ACRILICA, COR BRANCA, USO INTERNO E EXTERNO;KG;7.92
MATERIAL;41387;"MASTRO SIMPLES GALVANIZADO DIAMETRO NOMINAL 1 1/2""";M;51.4
MATERIAL;41388;"MASTRO SIMPLES GALVANIZADO DIAMETRO NOMINAL 2""";M;61.66
MATERIAL;41380;"MASTRO TELESCOPICO DE 4 METROS (3 M X DN= 2"" + 1 M X DN= 1 1/2"")";UN;410.28
MATERIAL;41381;"MASTRO TELESCOPICO GALVANIZADO 5 METROS (3 M X DN= 2"" + 2 M X DN= 1 1/2"")";UN;429.82
MATERIAL;41382;"MASTRO TELESCOPICO GALVANIZADO 6 METROS (3 M X DN= 2"" + 3 M X DN= 1 1/2"")";UN;416.04
MATERIAL;41383;"MASTRO TELESCOPICO GALVANIZADO 7 METROS (6 M X DN= 2"" + 1 M X DN= 1 1/2"")";UN;564.69
MATERIAL;41385;"MASTRO TELESCOPICO GALVANIZADO 9 METROS (6 M X DN= 2"" + 3 M X DN= 1 1/2"")";UN;702.68
MAO DE OBRA;4058;MECANICO DE EQUIPAMENTOS PESADOS (HORISTA);H;42.93
MAO DE OBRA;40974;MECANICO DE EQUIPAMENTOS PESADOS (MENSALISTA);MES;7522.19
MAO DE OBRA;34794;MECANICO DE REFRIGERACAO (HORISTA);H;34.61
MAO DE OBRA;40925;MECANICO DE REFRIGERACAO (MENSALISTA);MES;6066.7
MATERIAL;13741;MEDIDOR DE NIVEL ESTATICO E DINAMICO PARA POCO, COMPRIMENTO DE 200 M;UN;2384.42
MATERIAL;3288;MEIA CANA DE MADEIRA CEDRINHO OU EQUIVALENTE DA REGIAO, ACABAMENTO PARA FORRO PAULISTA, *2,5 X 2,5* CM;M;7.6
MATERIAL;13587;MEIA CANA DE MADEIRA PINUS OU EQUIVALENTE DA REGIAO, ACABAMENTO PARA FORRO PAULISTA, *2,5 X 2,5* CM;M;4.59
MATERIAL;38598;MEIA CANALETA DE CONCRETO ESTRUTURAL 14 X 19 X 19 CM, FBK 14 MPA (NBR 6136);UN;3.86
MATERIAL;38595;MEIA CANALETA DE CONCRETO ESTRUTURAL 14 X 19 X 19 CM, FBK 4,5 MPA (NBR 6136);UN;3.27
MATERIAL;38592;MEIO BLOCO DE CONCRETO ESTRUTURAL 14 X 19 X 14 CM, FBK 14 MPA (NBR 6136);UN;3.3
MATERIAL;38588;MEIO BLOCO DE CONCRETO ESTRUTURAL 14 X 19 X 14 CM, FBK 4,5 MPA (NBR 6136);UN;2.64
MATERIAL;38593;MEIO BLOCO DE CONCRETO ESTRUTURAL 14 X 19 X 19 CM, FBK 14 MPA (NBR 6136);UN;3.65
MATERIAL;38589;MEIO BLOCO DE CONCRETO ESTRUTURAL 14 X 19 X 19 CM, FBK 4,5 MPA (NBR 6136);UN;2.77
MATERIAL;38594;MEIO BLOCO DE CONCRETO ESTRUTURAL 14 X 19 X 34 CM, FBK 14 MPA (NBR 6136);UN;5.75
MATERIAL;34774;MEIO BLOCO DE VEDACAO DE CONCRETO 14 X 19 X 19 CM (CLASSE C - NBR 6136);UN;2.59
MATERIAL;34771;MEIO BLOCO DE VEDACAO DE CONCRETO 19 X 19 X 19 CM (CLASSE C - NBR 6136);UN;3.12
MATERIAL;34764;MEIO BLOCO DE VEDACAO DE CONCRETO 9 X 19 X 19 CM (CLASSE C - NBR 6136);UN;2.04
MATERIAL;34773;MEIO BLOCO DE VEDACAO DE CONCRETO APARENTE 14 X 19 X 19 CM (CLASSE C - NBR 6136);UN;2.72
MATERIAL;34769;MEIO BLOCO DE VEDACAO DE CONCRETO APARENTE 19 X 19 X 19 CM (CLASSE C - NBR 6136);UN;3.37
MATERIAL;34763;MEIO BLOCO DE VEDACAO DE CONCRETO APARENTE 9 X 19 X 19 CM (CLASSE C - NBR 6136);UN;2.08
MATERIAL;34788;MEIO BLOCO ESTRUTURAL CERAMICO DE 14 X 19 X 14 CM (L X A X C) E 6,0 MPA;UN;1.33
MATERIAL;34781;MEIO BLOCO ESTRUTURAL CERAMICO DE 14 X 19 X 19 CM (L X A X C) E 6,0 MPA;UN;1.83
MATERIAL;41682;MEIO-FIO OU GUIA DE CONCRETO PRE MOLDADO, COMP 1 M, *30 X 10/12* CM (H X L1/L2);UN;31.47
MATERIAL;41683;MEIO-FIO OU GUIA DE CONCRETO PRE MOLDADO, COMP 80 CM, *30 X 10/10* (H X L1/L2);UN;23.15
MATERIAL;41680;MEIO-FIO OU GUIA DE CONCRETO PRE-MOLDADO, COMP *39* CM, *19 X 6,5/6,5* CM (H X L1/L2);UN;12.46
MATERIAL;41679;MEIO-FIO OU GUIA DE CONCRETO PRE-MOLDADO, COMP 1 M, *20 X 12/15* CM (H X L1/L2);UN;28.49
MATERIAL;41681;MEIO-FIO OU GUIA DE CONCRETO PRE-MOLDADO, COMP 80 CM, *25 X 08/08* CM (H X L1/L2);UN;19.5
MATERIAL;43386;MEIO-FIO OU GUIA DE CONCRETO PRE-MOLDADO, TIPO CHAPEU PARA BOCA DE LOBO, DIMENSOES *1,20* X 0,15 X 0,30 M;UN;44.53
MATERIAL;4059;MEIO-FIO OU GUIA DE CONCRETO, PRE-MOLDADO, COMP 1 M, *30 X 12/15* CM (H X L1/L2);M;31.47
MATERIAL;4062;MEIO-FIO OU GUIA DE CONCRETO, PRE-MOLDADO, COMP 1 M, *30 X 15* CM (H X L);UN;31.47
MATERIAL;4061;MEIO-FIO OU GUIA DE CONCRETO, PRE-MOLDADO, COMP 80 CM, *45 X 12/18* CM (H X L1/L2);UN;39.18
MATERIAL;41315;MEMBRANA IMPERMEABILIZANTE A BASE DE POLIUREIA, BICOMPONENTE, APLICACAO A FRIO;KG;84.92
MATERIAL;43148;MEMBRANA IMPERMEABILIZANTE A BASE DE POLIURETANO;KG;57.64
MATERIAL;43147;MEMBRANA IMPERMEABILIZANTE ACRILICA MONOCOMPONENTE;KG;22.32
EQUIPAMENTO (AQUISIÇÃO);10608;MESA VIBRATORIA COM DIMENSOES DE 2,0 X 1,0 M, COM MOTOR ELETRICO DE 2 POLOS E POTENCIA DE 3 CV;UN;11110
MAO DE OBRA;4069;MESTRE DE OBRAS (HORISTA);H;78.93
MAO DE OBRA;40819;MESTRE DE OBRAS (MENSALISTA);MES;13828.33
MATERIAL;34361;METACAULIM DE ALTA REATIVIDADE/CAULIM CALCINADO;KG;16.25
MATERIAL;44478;MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO I-B (PREMIX) - NBR 16184;KG;12.54
MATERIAL;44477;MICROESFERAS DE VIDRO PARA SINALIZACAO HORIZONTAL VIARIA, TIPO II-A (DROP-ON) - NBR 16184;KG;12.54
MATERIAL;11697;MICTORIO COLETIVO ACO INOX (AISI 304), E = 0,8 MM, DE *100 X 40 X 30* CM (C X A X P);UN;696.44
MATERIAL;11698;MICTORIO COLETIVO ACO INOX (AISI 304), E = 0,8 MM, DE *100 X 50 X 35* CM (C X A X P);UN;830.82
MATERIAL;11699;MICTORIO INDIVIDUAL ACO INOX (AISI 304), E = 0,8 MM, DE *50 X 45 X 35* (C X A X P);UN;918.25
MATERIAL;10432;MICTORIO INDIVIDUAL, SIFONADO, DE LOUCA BRANCA, SEM COMPLEMENTOS;UN;446.27
MATERIAL;44020;MICTORIO INDIVIDUAL, SIFONADO, VALVULA EMBUTIDA, DE LOUCA BRANCA, SEM COMPLEMENTOS - PADRAO ALTO;UN;1101.01
MATERIAL;41419;MINICAPTOR, EM ACO GALVANIZADO A FOGO, FIXACAO COM ROSCA SOBERBA OU MECANICA, H=300 MM X DN=10 MM;UN;7.69
MATERIAL;41420;MINICAPTOR, EM ACO GALVANIZADO A FOGO, FIXACAO COM ROSCA SOBERBA OU MECANICA, H=600 MM X DN=10 MM;UN;10.46
MATERIAL;41421;MINICAPTOR, EM ACO GALVANIZADO A FOGO, FIXACAO HORIZONTAL COM BANDEIRA A 20 CM, H=300 MM E X DN=10 MM;UN;10.43
MATERIAL;41422;MINICAPTOR, EM ACO GALVANIZADO A FOGO, FIXACAO HORIZONTAL COM BANDEIRA A 20 CM, H=600 MM E X DN=10 MM;UN;14.28
